Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
person with deafness and blindness,i,unconscious_bias,hearing,hearing,['Deaf-Blind person'],"['Deaf-Blind person', 'Deaf-Blind people', 'the Deaf-Blind']","['Deaf-Blind person', 'Deaf-Blind person', 'Deaf-Blind people', 'the Deaf-Blind']"
pick fights,v+s,unconscious_bias,agentic,agentic,"['differ', 'disagree', 'start debate', 'discuss options', 'present arguments']",[],"['differ', 'disagree', 'start debate', 'discuss options', 'present arguments']"
pinch hitter,i,unconscious_bias,sports_terms,sports_terms,['stand-in'],[],['stand-in']
pioneering spirit,=v+s,unconscious_bias,agentic,agentic,"['openness and curiosity', 'spirit of curiosity']",[],"['openness and curiosity', 'spirit of curiosity']"
play hardball,v+s,unconscious_bias,sports_terms,sports_terms,['negotiate without compromise'],[],['negotiate without compromise']
poor memory,a+s,unconscious_bias,learning,learning,"['finding it a challenge to remember', 'finds it a challenge to memorize']",[],"['finding it a challenge to remember', 'finds it a challenge to memorize']"
pow wow,s,unconscious_bias,racist_source,racist_source,"['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']","['debate', 'meeting', 'discussion', 'standup', 'celebration of Native American heritage', 'debates', 'meetings', 'discussions', 'standups', 'celebrations of Native American heritage']"
prefer to be alone,i,unconscious_bias,behavior,behavior,"['enjoying their own company', 'retreat from sensory overload', 'maximize time spent on their own', 'like to spend time by themselves', 'minimize sensory overload', 'need personal time to refocus']",[],"['enjoying their own company', 'retreat from sensory overload', 'maximize time spent on their own', 'like to spend time by themselves', 'minimize sensory overload', 'need personal time to refocus']"
preferred gender identity,=a+s,unconscious_bias,gender_identity,gender_identity,['gender identity'],[],['gender identity']
preferred pronoun,=a+s,unconscious_bias,gender_identity,gender_identity,['pronoun'],[],['pronoun']
preferred pronouns,=a+s,unconscious_bias,gender_identity,gender_identity,['pronouns'],[],['pronouns']
pro active,a,unconscious_bias,agentic,rough,"['energetic', 'entrepreneurial', 'comfortable taking the initiative(...)']",[],"['energetic', 'entrepreneurial', 'comfortable taking the initiative(...)']"
quality adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
quality-adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
qualityadjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
reading disorder,s,unconscious_bias,learning,learning,"['reading disability', 'learning disability', '--- name the specific disability', 'reading disabilities', 'learning disabilities']","['reading disabilities', 'learning disabilities', '--- name the specific disability']","['--- name the specific disability', 'reading disability', 'learning disability', 'reading disabilities', 'learning disabilities']"
real father,a+s,unconscious_bias,gender_identity,gender_identity,"['biological parent', 'genetic father', 'birth father']",[],"['biological parent', 'genetic father', 'birth father']"
real mother,a+s,unconscious_bias,gender_identity,gender_identity,"['biological parent', 'genetic mother', 'birth mother']",[],"['biological parent', 'genetic mother', 'birth mother']"
red hat,s,unconscious_bias,racist_source,racist_source,"['vigilante hunting cyber criminals', 'vigilantes hunting cyber criminals', 'someone who hacks cyber spies(...)', 'person who attacks the system of a cyber criminal(...)']","['vigilantes hunting cyber criminals', 'people who hack cyber spies(...)', 'vigilantes who attack the systems of cyber criminals(...)']","['vigilante hunting cyber criminals', 'someone who hacks cyber spies(...)', 'person who attacks the system of a cyber criminal(...)', 'vigilantes hunting cyber criminals']"
reformed addict,s,unconscious_bias,medical_state,medical_state,"['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']","['people in recovery(...)', 'those in long-term recovery(...)', 'people who previously used drugs(...)']","['person in recovery(...)', 'someone in long-term recovery(...)', 'person who previously used drugs(...)']"
replacement therapy,s,unconscious_bias,medical_state,medical_state,"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']",[],"['medication treatment for opioid use disorder', 'medications for opioid use disorder', '\nopioid agonist therapy', 'pharmacotherapy', 'medication for a substance use disorder']"
rest on Sunday,i,unconscious_bias,belief,belief,"['rest on your non-working day', 'recharge on rest day', '--- only as a reference to religious practice', 'Relax and refuel on your rest day(...)', 'Enjoy your rest day(...)', 'Make the most of your weekend(...)']",['--- only as a reference to religious practice'],"['--- only as a reference to religious practice', 'rest on your non-working day', 'recharge on rest day', 'Relax and refuel on your rest day(...)', 'Enjoy your rest day(...)', 'Make the most of your weekend(...)']"
rest on Sundays,i,unconscious_bias,belief,belief,"['get rest on non-working days', 'recharge on rest days', '--- only as a reference to religious practice', 'Relax and refuel on rest days(...)', 'Enjoy your rest days(...)', 'Make the most of your weekends(...)']",['--- only as a reference to religious practice'],"['--- only as a reference to religious practice', 'get rest on non-working days', 'recharge on rest days', 'Relax and refuel on rest days(...)', 'Enjoy your rest days(...)', 'Make the most of your weekends(...)']"
result oriented,=a,unconscious_bias,agentic,corporate,"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",[],"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']"
results oriented,=a,unconscious_bias,agentic,corporate,"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']",[],"['hands-on', 'pragmatic', 'committed', 'keen to reach milestones(...)', 'focused on outcomes(...)', 'focused on getting done what needs to get done(...)']"
risk taker,s,unconscious_bias,agentic,rough,"['person who weighs options(...)', 'someone open to new ideas(...)', 'person who likes to try new things(...)', 'someone keen on new insights(...)', 'someone who take various factors into consideration(...)']","['people who weigh options(...)', 'those open to new ideas(...)', 'people who like to try new things(...)', 'people keen on new insights(...)', 'people who take various factors into consideration(...)']","['person who weighs options(...)', 'someone open to new ideas(...)', 'person who likes to try new things(...)', 'someone keen on new insights(...)', 'someone who take various factors into consideration(...)']"
risk taking,a,unconscious_bias,agentic,rough,"['weighing options(...)', 'open to new ideas(...)', 'excited to try new things(...)', 'keen on new insights(...)', 'exploring opportunities(...)']",[],"['weighing options(...)', 'open to new ideas(...)', 'excited to try new things(...)', 'keen on new insights(...)', 'exploring opportunities(...)']"
rob me blind,i,unconscious_bias,vision,cultural,"['steal everything I own --- through deceitful means(...)', 'overcharge me(...)']",[],"['steal everything I own --- through deceitful means(...)', 'overcharge me(...)']"
rob you blind,i,unconscious_bias,vision,cultural,"['steal everything you own --- through deceitful means(...)', 'charge you too much(...)']",[],"['steal everything you own --- through deceitful means(...)', 'charge you too much(...)']"
rule of thumb,i,unconscious_bias,culture,culture,"['rule based on experience', 'general rule', 'rules based on experience', 'general rules', 'an approximate method of doing something(...)', 'an approximate method of judging something(...)', 'guideline based on experience that tells you how far you can go without getting yourself into trouble(...)']","['rules based on experience', 'general rules', 'approximate methods of doing (judging ...) something', 'guidelines based on experience that tell you how far you can go without getting yourself into trouble(...)']","['rule based on experience', 'general rule', 'an approximate method of doing something(...)', 'an approximate method of judging something(...)', 'guideline based on experience that tells you how far you can go without getting yourself into trouble(...)', 'rules based on experience', 'general rules']"
sales force,s,unconscious_bias,military_source,military_source,"['sales people', 'sales department', 'sales team', 'sales division', 'business department', 'sales people', 'sales departments', 'sales teams', 'sales divisions', 'business departments']","['sales people', 'sales departments', 'sales teams', 'sales divisions', 'business departments']","['sales people', 'sales department', 'sales team', 'sales division', 'business department', 'sales people', 'sales departments', 'sales teams', 'sales divisions', 'business departments']"
sales pitch,s,unconscious_bias,sports_terms,sports_terms,"['sales presentation', 'sales presentations']",['sales presentations'],"['sales presentation', 'sales presentations']"
sanity check,s,unconscious_bias,ability,ability,"['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests']"
sanity test,s,unconscious_bias,ability,ability,"['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests']"
scrum master,s,unconscious_bias,sports_terms,sports_terms,"['they', 'scrum mastering', 'someone who empowers (people, teams, organizations)(...)', 'person who helps people do their job better (...)']","['scrum mastering', 'people who empower (people, teams, organizations)(...)', 'people who help people do their job better (...)']","['scrum mastering', 'they', 'someone who empowers (people, teams, organizations)(...)', 'person who helps people do their job better (...)']"
second class,a,unconscious_bias,classism,classism,"['economy --- in transportation', 'budget', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'economy --- in transportation', 'budget']"
see eye to eye,i,unconscious_bias,vision,vision,"['are in agreement', 'understand each other', 'agree']",[],"['are in agreement', 'understand each other', 'agree']"
self confidence,s,unconscious_bias,agentic,competitive,"['positive attitude', 'optimism', 'self-trust', ""satisfaction with one's skills(...)"", 'trust in your abilities(...)', 'trust in yourself(...)']",[],"['positive attitude', 'optimism', 'self-trust', ""satisfaction with one's skills(...)"", 'trust in your abilities(...)', 'trust in yourself(...)']"
self confident,a,unconscious_bias,agentic,competitive,"['positive', 'optimistic', 'at ease with yourself(...)', 'comfortable with applying your skills(...)', 'trusting your own abilities(...)']",[],"['positive', 'optimistic', 'at ease with yourself(...)', 'comfortable with applying your skills(...)', 'trusting your own abilities(...)']"
self motivated,a,unconscious_bias,agentic,competitive,"['enterprising', 'resourceful', 'initiative-taking', 'able to do what needs to be done without influence from other people or situations(...)', 'can and will find the motivation to complete a task(...)']",[],"['enterprising', 'resourceful', 'initiative-taking', 'able to do what needs to be done without influence from other people or situations(...)', 'can and will find the motivation to complete a task(...)']"
self reliance,s,unconscious_bias,agentic,competitive,"['self-organization', 'self-management', 'reliance on your own efforts(...)', 'trust in your abilities(...)', 'ability to care for yourself(...)']",[],"['self-organization', 'self-management', 'reliance on your own efforts(...)', 'trust in your abilities(...)', 'ability to care for yourself(...)']"
self reliant,a,unconscious_bias,agentic,competitive,"['self-organized', 'self-managed', 'comfortable relying on your own efforts(...)', 'at ease trusting your abilities(...)', 'able to take care of yourself(...)']",[],"['self-organized', 'self-managed', 'comfortable relying on your own efforts(...)', 'at ease trusting your abilities(...)', 'able to take care of yourself(...)']"
self sufficiency,s,unconscious_bias,agentic,competitive,"['trust in your own ability(...)', 'capability of providing for your own needs(...)', 'ability to maintain yourself without outside help(...)']",[],"['trust in your own ability(...)', 'capability of providing for your own needs(...)', 'ability to maintain yourself without outside help(...)']"
self sufficient,a,unconscious_bias,agentic,competitive,"['self-managed', 'self-organized', 'trusting your own ability(...)', 'capable of providing for your own needs(...)', 'able to maintain (...) without outside help']",[],"['self-managed', 'self-organized', 'trusting your own ability(...)', 'capable of providing for your own needs(...)', 'able to maintain (...) without outside help']"
sell down the river,i,unconscious_bias,racist_source,racist_source,"['betray', 'break a promise(...)', 'leave (...) holding the bag', 'put (...) in a dangerous situation']",[],"['betray', 'break a promise(...)', 'leave (...) holding the bag', 'put (...) in a dangerous situation']"
senior citizen,a+s,unconscious_bias,age_old,age_old,"['the older population', 'older adults', 'older people', 'persons 65 years and older', 'older adult(...)', 'older person(...)', 'someone 65 years and older(...)']","['older adults', 'older people', 'persons 65 years and older', 'the older population']","['older adult(...)', 'older person(...)', 'someone 65 years and older(...)', 'the older population', 'older adults', 'older people', 'persons 65 years and older']"
short bus material,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['people with a disability(...)', 'people with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
short-bus material,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['people with a disability(...)', 'people with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
shortbus material,s,unconscious_bias,cognitive_ability,cognitive_ability,"['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['people with a disability(...)', 'people with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']","['person with a disability(...)', 'someone with a medical condition(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
shuck and jive,i,unconscious_bias,racist_source,racist_source,"['distract', 'playfully deceive', 'mislead', 'joke and act evasively(...)', 'accommodate an authority figure(...)', 'avoid punishment(...)']",[],"['distract', 'playfully deceive', 'mislead', 'joke and act evasively(...)', 'accommodate an authority figure(...)', 'avoid punishment(...)']"
sight challenged,=a,unconscious_bias,vision,vision,"['Blind', 'blind', 'visually impaired ((person))(...)', 'vision-impaired ((person))(...)', '((person who is)) blind(...)']",[],"['blind', 'Blind', 'visually impaired ((person))(...)', 'vision-impaired ((person))(...)', '((person who is)) blind(...)']"
slow learner,a+s,unconscious_bias,learning,learning,"['learning-disabled person', 'learning disability', '--- name the specific disability', 'someone with a learning disability(...)']","['learning-disabled people', '--- name the specific disability', 'people with learning disabilities(...)']","['--- name the specific disability', 'learning disability', 'learning-disabled person', 'someone with a learning disability(...)', 'learning-disabled people']"
slow learning disability,s,unconscious_bias,learning,learning,"['learning-disabled person', 'learning disability', '--- name the specific disability', 'learning disabilities', 'someone with a learning disability(...)']","['learning-disabled people', 'learning disabilities', '--- name the specific disability', 'people with a learning disability(...)']","['--- name the specific disability', 'learning disability', 'learning-disabled person', 'someone with a learning disability(...)', 'learning disabilities', 'learning-disabled people']"
slow-learning disability,s,unconscious_bias,learning,learning,"['learning-disabled person', 'learning disability', '--- name the specific disability', 'learning disabilities', 'someone with a learning disability(...)']","['learning-disabled people', 'learning disabilities', '--- name the specific disability', 'people with a learning disability(...)']","['--- name the specific disability', 'learning disability', 'learning-disabled person', 'someone with a learning disability(...)', 'learning disabilities', 'learning-disabled people']"
slowlearning disability,s,unconscious_bias,learning,learning,"['learning-disabled person', 'learning disability', '--- name the specific disability', 'learning disabilities', 'someone with a learning disability(...)']","['learning-disabled people', 'learning disabilities', '--- name the specific disability', 'people with a learning disability(...)']","['--- name the specific disability', 'learning disability', 'learning-disabled person', 'someone with a learning disability(...)', 'learning disabilities', 'learning-disabled people']"
social climber,i,unconscious_bias,classism,cultural,"['someone who tries to improve their social position(...)', 'a person who makes an effort to gain admission into a group with a higher social standing(...)']","['people who try to improve their social position(...)', 'people who make an effort to gain admission into a group with a higher social standing(...)']","['someone who tries to improve their social position(...)', 'a person who makes an effort to gain admission into a group with a higher social standing(...)']"
someone with ADHD,i,unconscious_bias,behavior,behavior,"['ADHDer', 'neurodivergent', 'ADHD', 'a person who has attention deficit hyperactivity disability(...)', 'someone who has ADHD(...)']","['ADHDer', 'neurodivergent', 'ADHD', 'pople who have attention deficit hyperactivity disability(...)', 'people with ADHD(...)']","['ADHD', 'ADHDer', 'neurodivergent', 'a person who has attention deficit hyperactivity disability(...)', 'someone who has ADHD(...)', 'ADHDer', 'neurodivergent']"
someone with dysgraphia,i,unconscious_bias,mobility,mobility,"['neurodivergent', 'dysgraphia', 'someone who has dysgraphia(...)']","['neurodivergent', 'dysgraphia', 'people who have dysgraphia(...)']","['dysgraphia', 'neurodivergent', 'someone who has dysgraphia(...)', 'neurodivergent']"
someone with dyslexia,i,unconscious_bias,learning,learning,"['dyslexic', 'neurodivergent', 'dyslexia', 'someone who has dyslexia(...)']","['dyslexic', 'neurodivergent', 'dyslexia', 'people who have dyslexia(...)']","['dyslexia', 'dyslexic', 'neurodivergent', 'someone who has dyslexia(...)', 'dyslexic', 'neurodivergent']"
someone with dyspraxia,i,unconscious_bias,mobility,mobility,"['neurodivergent', 'dyspraxia', 'someone who has dyspraxia(...)']","['neurodivergent', 'dyspraxia', 'people who have dyspraxia(...)']","['dyspraxia', 'neurodivergent', 'someone who has dyspraxia(...)', 'neurodivergent']"
special ed,a+s,unconscious_bias,ability,ability,"['student', 'adaptive education', 'student in adaptive education class']",[],"['adaptive education', 'student in adaptive education class', 'student']"
special education,a+s,unconscious_bias,ability,ability,"['adaptive education', 'adaptive learning', 'adaptive teaching']",[],"['adaptive education', 'adaptive learning', 'adaptive teaching']"
special needs,a,unconscious_bias,ability,ability,"['person with ((condition or disability))(...)', 'person living with a disability(...)', 'someone living with disability who needs help or care(...)', 'removing barriers for people(...)', 'requiring additional services(...)', 'offering specialized support(...)', 'providing specialized care(...)', 'requiring specialized assistance (...)']",[],"['person with ((condition or disability))(...)', 'person living with a disability(...)', 'someone living with disability who needs help or care(...)', 'removing barriers for people(...)', 'requiring additional services(...)', 'offering specialized support(...)', 'providing specialized care(...)', 'requiring specialized assistance (...)']"
specially abled,=a,unconscious_bias,ability,ability,"['-', 'person with ((condition or disability))(...)', 'person living with a disability(...)']",['-'],"['-', 'person with ((condition or disability))(...)', 'person living with a disability(...)']"
speech disorder,s,unconscious_bias,speech,speech,"['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities']","['speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities']","['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities']"
spike the ball,i,unconscious_bias,sports_terms,sports_terms,['celebrate'],[],['celebrate']
spirit animal,s,unconscious_bias,racist_source,racist_source,"['spiritual guide', 'guardian spirit', 'spiritual protection', 'spirituals guide', 'guardian spirits', 'spiritual protection', 'something I admire(...)', 'someone I admire(...)']","['spirituals guide', 'guardian spirits', 'spiritual protection', 'something I admire(...)', 'someone I admire(...)']","['spiritual guide', 'guardian spirit', 'spiritual protection', 'something I admire(...)', 'someone I admire(...)', 'spirituals guide', 'guardian spirits', 'spiritual protection']"
spoken language problem,s,unconscious_bias,speech,speech,"['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'spoken language disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']","['speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']","['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'spoken language disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']"
spoken-language problem,s,unconscious_bias,speech,speech,"['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'spoken language disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']","['speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']","['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'spoken language disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']"
spokenlanguage problem,s,unconscious_bias,speech,speech,"['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'spoken language disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']","['speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']","['speech disability', 'communication disability', 'articulation disability', 'speech-sound disability', 'phonological disability', 'spoken language disability', 'speech disabilities', 'communication disabilities', 'articulation disabilities', 'speech-sound disabilities', 'phonological disabilities', 'spoken-language disabilities']"
step up to the plate,i,unconscious_bias,sports_terms,sports_terms,"['try', 'attempt', 'make a good-faith effort']",[],"['try', 'attempt', 'make a good-faith effort']"
stone deaf,a,unconscious_bias,hearing,hearing,"['Deaf', 'signing Deaf', 'non-speaking', 'ASL using', 'ASL speaking', 'person with deafness(...)']",[],"['non-speaking', 'ASL using', 'ASL speaking', 'Deaf', 'signing Deaf', 'person with deafness(...)']"
stricken with,a,unconscious_bias,ability,ability,['living with'],[],['living with']
strike out,v,unconscious_bias,sports_terms,sports_terms,"['fail to close the deal', 'overplay your hand']",[],"['fail to close the deal', 'overplay your hand']"
strong minded,a,unconscious_bias,agentic,rough,"['purposeful', 'focussed', 'having the mental skills to respond to (overcome ...) difficult situations', ""true to one's beliefs and views(...)"", 'focused on a goal(...)', 'keen to see something through(...)', 'committed to working toward a milestone(...)']",[],"['purposeful', 'focussed', 'having the mental skills to respond to (overcome ...) difficult situations', ""true to one's beliefs and views(...)"", 'focused on a goal(...)', 'keen to see something through(...)', 'committed to working toward a milestone(...)']"
substance abuser,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']"
substance misuser,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']"
successful suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['die by suicide'],[],['die by suicide']
suffer from,v,unconscious_bias,ability,ability,['live with'],[],['live with']
suicide epidemic,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['rise in suicides'],[],['rise in suicides']
suicide failure,i,unconscious_bias,mental_wellbeing,mental_wellbeing,"['suicide attempt', 'attempted suicide']",[],"['suicide attempt', 'attempted suicide']"
suicide note,i,unconscious_bias,mental_wellbeing,mental_wellbeing,"['note', 'note from the deceased']",[],"['note', 'note from the deceased']"
suicide pact,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['rise in suicides'],[],['rise in suicides']
swear blind,i,unconscious_bias,vision,cultural,"['swear up and down', 'state emphatically', ""swear they're telling the truth(...)"", 'emphasize that (...) is the truth']",[],"['swear up and down', 'state emphatically', ""swear they're telling the truth(...)"", 'emphasize that (...) is the truth']"
swing for the fences,i,unconscious_bias,sports_terms,sports_terms,"['try your best', 'make a sincere effort and hope for the best']",[],"['try your best', 'make a sincere effort and hope for the best']"
take flak,v+s,unconscious_bias,military_source,military_source,"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']",[],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
take point,i,unconscious_bias,military_source,military_source,"['guide', 'carry out initiatives', 'clear the way for']",[],"['guide', 'carry out initiatives', 'clear the way for']"
tech savvy,a,unconscious_bias,agentic,agentic,"['computer literate', 'technically proficient', 'with a good understanding of technology', 'enthusiastic about technology']",[],"['computer literate', 'technically proficient', 'with a good understanding of technology', 'enthusiastic about technology']"
tee off,v,unconscious_bias,sports_terms,sports_terms,"['start', 'pitch in', 'take up', 'launch', 'annoy']",[],"['start', 'pitch in', 'take up', 'launch', 'annoy']"
tee up,v,unconscious_bias,sports_terms,sports_terms,"['set up', 'prepare', 'arrange', 'make arrangements for']",[],"['set up', 'prepare', 'arrange', 'make arrangements for']"
terrible memory,a+s,unconscious_bias,learning,learning,"['finding it a challenge to remember', 'finds it a challenge to memorize']",[],"['finding it a challenge to remember', 'finds it a challenge to memorize']"
the aged,s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
the ball’s in your court,i,unconscious_bias,sports_terms,sports_terms,"[""it's time for you to deal with the issue"", ""it's time for you to make a decision"", ""it's your responsibility to take the next step"", ""it's your turn to take action""]",[],"[""it's time for you to deal with the issue"", ""it's time for you to make a decision"", ""it's your responsibility to take the next step"", ""it's your turn to take action""]"
the brass,i,unconscious_bias,military_source,military_source,"['management', 'the higher-ups']",[],"['management', 'the higher-ups']"
the elderly,s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
the whole 9 yards,i,unconscious_bias,sports_terms,sports_terms,"['the full treatment', 'in its entirety', 'all of it', 'everything possible', 'everything you may possibly need or want']",[],"['the full treatment', 'in its entirety', 'all of it', 'everything possible', 'everything you may possibly need or want']"
third world,a+s,unconscious_bias,migration,imperialist,['global majority'],[],['global majority']
thrive on competition,i,unconscious_bias,agentic,agentic,"['be invested', 'feel inspired by others working toward the same goals']",[],"['be invested', 'feel inspired by others working toward the same goals']"
tone deaf,a,unconscious_bias,hearing,hearing,"['unable to perceive differences in musical pitch', 'unable to read the room', 'with little appreciation for music', 'not able to sing tunes accurately']",[],"['unable to perceive differences in musical pitch', 'unable to read the room', 'with little appreciation for music', 'not able to sing tunes accurately']"
